date,sentiment,text
2017-10-01,2,Compact Computing w/ Nextbook Flexx A PLUS a Giveaway! via
2017-10-01,0,"Alibaba Beats Amazon, Microsoft , Google In This Key Cloud ... -"
2017-10-01,2,Enter to win a Digital Code for Cuphead for Xbox One / Windows . Enter here > RT & Tag! Winner Drawn Oct .
2017-10-01,0,someone tell me why my laptop is less than two years old but has had microsoft this whole time
2017-10-01,2,Microsoft System Center: Network Virtualization And Cloud Computing PDF
2017-10-02,4,I won the Web Surfing achievement in Microsoft Solitaire Collection (UWP) for ... +Pilla rofFire
2017-10-02,4,I won the Sight Seeker achievement in Microsoft Bingo (Win ) for ... althy
2017-10-02,2,News: Microsoft Seeds Mighty No. Stability Update to Xbox Insiders
2017-10-02,2,it had windows this was at your Arlington location never going back to frys ever again.
2017-10-02,4,How to Enable and Use Shared Eeriences in Windows
2017-10-02,0,"Microsoft teases major Office for Mac updates, public version coming soon (via News)"
2017-10-02,0,Grand Theft Auto V (5) promotional copy sealed Microsoft Xbox
2017-10-02,2,"BioShock: The Collection ( Microsoft Xbox One, ) (9316-SM06)"
2017-10-02,2,"Call of Duty: Black Ops III USED SEALED COD BOIII BO3 Microsoft Xbox One,"
2017-10-02,2,"Call of Duty: Infinite Warfare ( Microsoft Xbox One, )"
2017-10-02,2,money back and left plus the guy that sold it to us said it was with a mouse and keyboard and had windows ... it had ...
2017-10-02,4,Microsoft C.E.O. Says Techs Progress on Gender Equality Is Not Sufficient
2017-10-02,0,And their failure to offer a platform on mobile devices will definitely be a problem longer term. Youngsters don't know who Microsoft are.
2017-10-02,0,"Lol, for sure. The left can be such a contradiction, too, by following that nasty..."
2017-10-02,4,"Feels like , in the near future, is going to go the route of . Be more behind-the-scenes than consumer facing."
2017-10-02,4,Oh my god Im emailing bill gates
2017-10-02,4,Microsoft 's Nadella Wants to Help Coders Take a Quantum Leap
2017-10-02,4,"Microsoft will soon shutter its music store and streaming service, move users toSpotify via"
2017-10-02,2,Will Tencent and Nintendo's Team-Up Hurt Sony and Microsoft ? -
2017-10-02,0,"Microsoft Gives Up on Its Groove Music Service, Says to Use Spotify Now - Gizmodo"
2017-10-02,4,Maybe they'll partner with Spotify to work on migrating Microsoft Movies & TV to their service instead?
2017-10-02,0,Oh well screw that then!
2017-10-02,2,return input.First().ToString().ToUpper() + input.Substring(1)| duh
2017-10-02,2,Make a uwp app for windows mobile
2017-10-02,2,": Microsoft , Facebook, Equifax And The Fast-Moving Front Line of Cybersecurity - Forbes"
2017-10-02,4,"Last but not least we have Uma, our Distinguished Speaker Series chair! She was a Microsoft elorer intern this summer and loves to sing"
2017-10-02,0,"It's kinda lame how they're advertising it. There's not a true ""partnership"" it's just transferring your library. After that, it's over."
2017-10-02,0,Super fake I'd say. The devs have stated it's an exclusive and only a sequel could be on other platforms. Microsoft doesn't want to lose it.
2017-10-02,2,"Acer Aspire E -Inch FHD Notebook (Intel Core i3, GB DDR4, TB RPM HD, Windows Home), Black $350"
2017-10-02,2,What does it do for purchased music and subscriptions?
2017-10-02,0,"Nooooooooooo why , why???"
2017-10-02,0,A bag full of schwag for my at the LGBT Community Center. Gotta start them on the greatness.
2017-10-02,0,microsoft chuzzus kills me every damn time.
2017-10-02,4,Local rules still require installation of Microsoft Word in many jurisdictionsm use of Word Perfect also heavily favored in many chambers.
2017-10-02,0,"What's the deal with your Microsoft Rewards support? Sent emails and gotten nothing but ""we'll look into it"""
2017-10-02,4,Announcing new Azure VM images: SQL Server on Linux and Windows
2017-10-02,0,Inside Sales Solutions Specialist Australia Sydney
2017-10-02,4,"How Microsoft built the Xbox One X, the most powerful game console ever - The Verge"
2017-10-02,0,Wtf is Microsoft chuzzus please
2017-10-02,0,Facebook and Microsoft 's big undersea cable is finally finished via
2017-10-02,4,Report: Microsoft Buys Land in Silicon Valley for Huge Data Center
2017-10-02,2,the windows it's actually a steam code?
2017-10-02,2,"Microsoft , Facebook, Equifax And The Fast-Moving Front Line of Cybersecurity - Forbes"
2017-10-02,4,"AI will enable marketers to achieve more, but requires trust,' says Microsoft Bing Ads GM"
2017-10-02,2,The Duo Trusted Access Report: Microsoft Edition -duo-trusted-access-report-microsoft-edition via
2017-10-02,0,What Groove users need to do now that Microsoft is killing Groove Music Pass -groove-users-need-to-do-now-that-microsoft-is-killing-groove-music-pass.html via
2017-10-02,0,Never recieved my Microsoft Rewards gift cards
2017-10-02,0,Windows update has broken my laptop and Im just laid in bed thinking about the very strong worded email I wanna send Bill Gates
2017-10-02,0,account banned because your commerce system didn't work. Customer support completely useless. Microsoft here I come....
2017-10-02,4,". and just laid a -terabits-per-second cable ,100 miles across the Atlantic -facebook-transatlantic-cable-160-terabits-a-second"
2017-10-02,0,"Microsoft gives up on Groove Music, switches customers to Spotify"
2017-10-02,0,can't interact with my computer for mins but superfetch is still running so I have that going for me. Priorities!
2017-10-02,4,Bill Gates talks to CNN's Christiane Amanpour ''The world is better than... via
2017-10-02,2,"Call of Duty: WWII ( Microsoft Xbox One, ) Pre Order Ships /03"
2017-10-02,0,Why can you not just clone windows so you don't have to reinstall everything when you swap to an ssd
2017-10-02,4,Microsoft acquires Cycle Computing
2017-10-02,4,"Microsoft Switches to Multi-Zone Cloud Regions, Catching Up to AWS, Google Cloud -a"
2017-10-02,2,Scoop: PlayerUnknowns Battlegrounds and Microsoft are in talks on Xbox deal -is-said-in-talks-to-extend-battlegrounds-exclusive via
2017-10-02,4,"When your CEO writes and gives you a book, you read it! Commons"
2017-10-02,0,"Microsoft getting out of the music biz, moving Groove subs to Spotify ?p=1178557"
2017-10-02,4,Just completed the Teacher academy: Windows course! - Win10 via
2017-10-02,2,"i ran Superposition Benchmark on my Windows , so here's the results"
2017-10-02,2,DELL Inspiron i3452-5600BLK Laptop with Windows System
2017-10-02,2,Bill Gates thinks this is one of the biggest threats to humanity
2017-10-02,0,"Microsoft getting out of the music biz, moving Groove subs to Spotify"
2017-10-02,0,"Microsoft gives up on Groove Music, switches customers to Spotify"
2017-10-02,0,"Why am I no longer excited by any new services/products from MSFT you ask? Gee, I have no idea...."
2017-10-02,0,"Microsoft Discontinues Groove Music, Partners With Spotify Instead"
2017-10-02,0,"Microsoft will soon shutter its music store and streaming service, move users to Spotify"
2017-10-02,0,"Microsoft retires Groove Music service, partners with Spotify"
2017-10-02,2,I added a video to a playlist ?a Dante's Inferno - Gameplay (PPSSPP) Windows
2017-10-02,2,Pls who's Microsoft chuzzus???
2017-10-02,2,What services do you really use on mobile that Microsoft has?
2017-10-02,0,"Microsoft Retires Groove Music Streaming Service, Switches Customers to Spotify"
2017-10-02,2,Google is just as likely to abandon things as Microsoft
2017-10-02,0,"Farewell Microsoft Groove, we barely listened to you. Microsoft today announced it is discontinuing Groove, its i"
2017-10-02,0,"Microsoft getting out of the music biz, moving Groove subs to Spotify ?p=1178557"
2017-10-02,0,Microsoft 's Satya Nadella's not worrying about more tech regulation
2017-10-02,0,Microsoft to Bring Spotify to Groove Music Pass Customers
2017-10-02,0,"well - if there were a consistent availability of services, don't you think that Microsoft 's products would appeal to consumers more?"
2017-10-02,0,"Microsoft will soon shutter its music store and streaming service, move users toSpotify via"
2017-10-02,2,New on Ebay: Call of Duty: Black Ops II Microsoft Xbox Cod Video Game Low Price
2017-10-02,2,One takeaway from my first day at work: I forgot how spectacular a program Microsoft Outlook is.
2017-10-02,2,Enter to WIN a NextBook Tablet Laptop from Use my link!
2017-10-02,2,Million Container Instances in Minutes Draws Rare Applause - Ramaswamy said some of Microsoft 's ...
2017-10-02,2,Why Is Microsoft Banking on a Game Called Cuphead?
2017-10-02,0,So my Microsoft word deleted itself and now I can't open any of my notes
2017-10-02,2,A pair of big companies elain why they jumped on board the
2017-10-02,2,A pair of big companies elain why they jumped on board the
2017-10-02,2,: Our Implementation Options for Microsoft Dynamics at a glance
2017-10-02,2,"If youre like most SMBs, you ... live and breathe Microsoft Office. This is how to your business tasks:"
2017-10-02,2,"semi-restore won't open, windows bit itunes 3"
2017-10-02,0,"nope, Spotify lost about $600M last quarter. MS is pushing us onto a leaky dingy."
2017-10-02,0,Microsoft is not a consumer company. The sooner we all realize that the sooner we can start giving our money to companies that actually care
2017-10-02,2,Call of Duty: Black Ops II Microsoft Xbox Cod Video Game Low Price
2017-10-02,2,"adopts a kinder, gentler upgrade pace, slows pace for delivering feature ."
2017-10-02,0,"You didn't support Windows phone & not supporting groove. Now you mad but at the same time saying games games games, right."
2017-10-02,2,: Forza Motorsport : Standard Edition - Pre-load - Xbox One/ Windows Digital Code
2017-10-02,4,I would /10 beat you again
2017-10-02,0,Seriously direct correlation between Disk load and UI performance in even with low CPU/GPU/RAM use. Very bad.
2017-10-02,0,"Microsoft getting out of the music biz, moving Groove subs to Spotify ?p=1178557"
2017-10-02,0,"Microsoft will soon shutter its music store and streaming service, move users toSpotify"
2017-10-02,0,"Just got the email, has killed Groove, partnered w Spotify to transferfer playlists. This feels familiar."
2017-10-02,0,"Microsoft teases major for updates, public version coming soon /via -teases-major-office-for-mac-updates-public-version-coming-soon"
2017-10-02,4,Microsoft to bring Spotify to Groove Music Pass customers .WdLQSvnkH_k.twitter
2017-10-02,0,"New on Ebay! Titanfall ( Microsoft Xbox , )"
2017-10-02,0,"Microsoft teases major Office for Mac updates, public version coming soon"
2017-10-02,2,"Do you know what has happened to the Microsoft blogs sites for Office, OneDrive etc? redirects to"
2017-10-02,4,"If you think your teacher is tough, wait until you get a boss. He doesn't have tenure. ( Bill Gates )"
2017-10-02,2,"Eect % jump in $ TwTR . Long overdue takeover offer(S) are comming Gem. $ MSFT needs it, could be huge loss4 $ GOOGL $ CRM $ AaPL"
2017-10-02,0,Why does Microsoft always gotta ban me
2017-10-02,2,JOIN BGST LIVE MICROSOFT PUTS SONY TO SHAME WITH CUPHEAD AND FORZA MOTOR ?v=ebCCO4 xHt
2017-10-02,4,Cuphead is a Microsoft exclusive. This is pure b.s
2017-10-02,0,seriously thinking of canceling my Xbox One X or whatever ridiculous name you gave it.
2017-10-02,2,"New on Ebay Tom Clancy's The Division ( Microsoft Xbox One, )"
2017-10-02,2,wish I was playing bowling again with MSFT
2017-10-02,2,"woot!! Just bought my windows we're watching shirt, can't wait to see what people around school think of this."
2017-10-02,2,Microsoft HoloLens: Mixed Reality Blends Holograms with the Real World
2017-10-02,0,"Business News: Microsoft Discontinues Groove Music, Partners With Spotify Instead"
2017-10-02,0,"then again, this really shows where Microsoft 's priorities are (hint: not consumers)"
2017-10-02,2,"To be fair, this was/is a very crowded field| Spotify and iTunes were already established. Pandora was there as well. To be honest, I am not so sure Google Music is setting the world on fire, though it is hard to say as Google does not release data on them."
2017-10-02,4,"Microsoft teases major Office for Mac updates, public version coming soon ?utm_campaign=guest&utm_medium=twitter&utm_source=twitterapple"
2017-10-02,4,"AI will enable marketers to achieve more, but requires trust,' says Microsoft Bing Ads GM"
2017-10-02,4,"Microsoft teases major Office for Mac updates, public version coming soon -insider?utm_campaign=apple-insider&utm_medium=twitter&utm_source=twitterapple"
2017-10-02,4,From Sallah ram girl to Microsoft Chuzzus....
2017-10-02,2,Geometry Wars Dimensions Evolved Microsoft Xbox One Game Wholesalers Lot
2017-10-02,2,How to Change the Screen Resolution in Windows - Make Tech Easier
2017-10-02,4,Bank of America chooses the Microsoft Cloud to support digital transformation
2017-10-02,0,thanks for screwing me twice investing in your music platform first with Zune and now with Groove.
2017-10-02,4,"Microsoft teases major Office for Mac updates, public version coming soon"
2017-10-02,0,"LMFAO, man said "" Microsoft chuzzus"" wtf"
2017-10-02,0,do you only test using SSDs? This is unbelievable. Learn how to write async disk IO.
2017-10-02,0,lets not forget the app on WP doesn't even work.
2017-10-02,2,Meet us at to find out how we're partnering with to build the your enterprise needs.
2017-10-02,2,"upmc email login :: UPMC Exchange Group, University of Pittsburgh Medical Center ... :: UPMC Microsoft Exchange ..."
2017-10-02,2,"Microsoft teases major Office for Mac updates, public version coming soon"
2017-10-02,0,Is it dangerous to have unused Windows Defender Firewall rules active? -it-dangerous-to-have-unused-windows-10-defender-firewall-rules-active
2017-10-02,4,"Good technicals, but also a nice setup pattern forming for $ MSFT -"
2017-10-02,0,Is Spotify even making money yet?
2017-10-02,0,How will this effect Win Phone? At least I had my Microsoft apps available still on my Lumia . Will Spotify still service WPhone?
2017-10-02,4,Are you signed up for the eXcelerate - Excel Courses meetup? Looks like a good time:
2017-10-02,2,qual smartphone Bill Gates usa??
2017-10-02,4,Microsoft CEO Satya Nadella on why empathy is essential for technology innovation
2017-10-02,2,Microsoft 's on what happened when employees faced a gross milk situation via
2017-10-02,4,Setting Up Windows Server (or Windows ) on Amazon EC2 via
2017-10-02,2,"HP -BU004TU -inch Lightweight, Laptop (Celeron N3060/4GB/500GB/ Windows /Integrated Graphics), Smoke Grey ref=as_li_ss_tl?_encoding=UTF8&*Version*=1&*entries*=0&portal-device-attributesesktop&linkCode=ll1&tag=andrbuzz-21"
2017-10-02,2,The above video is Bill Gates dream of turning radioactive waste into income potential. (Background)...
2017-10-02,4,"As Microsoft abandons music streaming, here's how to cancel Groove Music ee65194a984566307ab8f343ce9?src=twitter via"
2017-10-02,4,"Microsoft gives up on Groove Music, switches customers to Spotify"
2017-10-02,0,"Microsoft teases major Office for Mac updates, public version coming soon ?utm_campaign=guest&utm_medium=twitter&utm_source=twitterapple"
2017-10-02,2,HOW TO COPY COMMANDS ON MINECRAFT BEDROCK EDITION/ WINDOWS ?a
2017-10-02,4,"Microsoft teases major Office for Mac updates, public version coming soon -insider?utm_campaign=apple-insider&utm_medium=twitter&utm_source=twitterapple"
2017-10-02,4,"Email from ""Groove Music is excited to announce that, beginning today, were [starting to close up shop]"" lol"
2017-10-02,2,Forza Motorsport : Standard Edition - Pre-load - Xbox One/ Windows Digital Code by
2017-10-02,0,"Well, now we know why iTunes is coming to the Microsoft Store?"
2017-10-02,2,"-listen album reviews are a huge disservice to the art, artist, producers, labels, writer, outlets, fans, Microsoft Word, Google Docs..."
2017-10-02,4,"Microsoft teases major Office for Mac updates, public version coming soon ?utm_campaign=guest&utm_medium=twitter&utm_source=twitterapple"
2017-10-02,4,You consistently told for years that all you wanted was more games. You booed exclusive movies/TV/music entertainment.
2017-10-02,2,Microsoft 's Satya Nadella echoes Musk with warning over AI governance
2017-10-02,2,What do like best about Windows ?
